season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,total_boundaries,2nd_in_win
2014,729293,Chennai Super Kings v Delhi Daredevils,CSK v DC,"8th match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 21 2014",CSK,DC,CSK,BAT FIRST,177/7,84,177/7,84,CSK,Super Kings won by 93 runs,2014-04-21T14:30Z,2014-04-23T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,Dinesh Karthik,Suresh Raina,"Chennai Super Kings 2, Delhi Daredevils 0",FALSE,20,177,7,19,15.4,84,9,7,26,FALSE
2014,729295,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,"9th match (N), Pepsi Indian Premier League at Sharjah, Apr 22 2014",KXIP,SRH,SRH,BOWL FIRST,193/6,121,193/6,121,KXIP,Kings XI won by 72 runs,2014-04-22T14:30Z,2014-04-24T23:59Z,59392,Sharjah Cricket Stadium,George Bailey,Shikhar Dhawan,Glenn Maxwell,"Kings XI Punjab 2, Sunrisers Hyderabad 0",FALSE,20,193,6,27,19.2,121,10,10,37,FALSE
2014,729297,Rajasthan Royals v Chennai Super Kings,RR v CSK,"10th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 23 2014",RR,CSK,RR,BOWL FIRST,140/6,133,133,140/6,CSK,Super Kings won by 7 runs,2014-04-23T14:30Z,2014-04-25T23:59Z,392627,Dubai International Cricket Stadium,Shane Watson,MS Dhoni,Ravindra Jadeja,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,19.5,133,10,13,20,140,6,13,26,FALSE
2014,729299,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"11th match (N), Pepsi Indian Premier League at Sharjah, Apr 24 2014",RCB,KKR,RCB,BOWL FIRST,150/7,148/5,148/5,150/7,KKR,KKR won by 2 runs,2014-04-24T14:30Z,2014-04-26T23:59Z,59392,Sharjah Cricket Stadium,Virat Kohli,Gautam Gambhir,Chris Lynn,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",FALSE,20,148,5,19,20,150,7,13,32,FALSE
2014,729301,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,"12th match, Pepsi Indian Premier League at Dubai (DSC), Apr 25 2014",SRH,DC,SRH,BAT FIRST,184/1,180/4,184/1,180/4,SRH,Sunrisers won by 4 runs,2014-04-25T10:30Z,2014-04-27T23:59Z,392627,Dubai International Cricket Stadium,Shikhar Dhawan,Kevin Pietersen,Aaron Finch,"Sunrisers Hyderabad 2, Delhi Daredevils 0",FALSE,20,184,1,24,20,180,4,24,48,FALSE
2014,729303,Chennai Super Kings v Mumbai Indians,CSK v MI,"13th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 25 2014",CSK,MI,MI,BAT FIRST,141/7,142/3,142/3,141/7,CSK,Super Kings won by 7 wickets (with 6 balls remaining),2014-04-25T14:30Z,2014-04-27T23:59Z,392627,Dubai International Cricket Stadium,MS Dhoni,Rohit Sharma,Mohit Sharma,"Chennai Super Kings 2, Mumbai Indians 0",FALSE,19,142,3,16,20,141,7,16,32,TRUE
2014,729305,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"14th match, Pepsi Indian Premier League at Abu Dhabi, Apr 26 2014",RR,RCB,RR,BOWL FIRST,70,71/4,71/4,70,RR,Royals won by 6 wickets (with 42 balls remaining),2014-04-26T10:30Z,2014-04-28T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Shane Watson,Virat Kohli,Pravin Tambe,"Rajasthan Royals 2, Royal Challengers Bangalore 0",FALSE,13,71,4,8,15,70,10,7,15,TRUE
2014,729307,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"15th match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 26 2014",KKR,KXIP,KKR,BOWL FIRST,132/9,109,109,132/9,KXIP,Kings XI won by 23 runs,2014-04-26T14:30Z,2014-04-28T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Gautam Gambhir,George Bailey,Sandeep Sharma,"Kings XI Punjab 2, Kolkata Knight Riders 0",FALSE,18.2,109,10,11,20,132,9,14,25,FALSE
2014,729309,Delhi Daredevils v Mumbai Indians,DC v MI,"16th match, Pepsi Indian Premier League at Sharjah, Apr 27 2014",DC,MI,MI,BAT FIRST,125/6,126/4,126/4,125/6,DC,Daredevils won by 6 wickets (with 7 balls remaining),2014-04-27T10:30Z,2014-04-29T23:59Z,59392,Sharjah Cricket Stadium,Kevin Pietersen,Rohit Sharma,Murali Vijay,"Delhi Daredevils 2, Mumbai Indians 0",FALSE,18.5,126,4,12,20,125,6,13,25,TRUE
2014,729311,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,"17th match (N), Pepsi Indian Premier League at Sharjah, Apr 27 2014",SRH,CSK,SRH,BAT FIRST,145/5,146/5,145/5,146/5,CSK,Super Kings won by 5 wickets (with 3 balls remaining),2014-04-27T14:30Z,2014-04-29T23:59Z,59392,Sharjah Cricket Stadium,Shikhar Dhawan,MS Dhoni,Dwayne Smith,"Chennai Super Kings 2, Sunrisers Hyderabad 0",FALSE,20,145,5,13,19.3,146,5,17,30,TRUE
2014,729313,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,"18th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 28 2014",KXIP,RCB,KXIP,BOWL FIRST,124/8,127/5,127/5,124/8,KXIP,Kings XI won by 5 wickets (with 7 balls remaining),2014-04-28T14:30Z,2014-04-30T23:59Z,392627,Dubai International Cricket Stadium,George Bailey,Virat Kohli,Sandeep Sharma,"Kings XI Punjab 2, Royal Challengers Bangalore 0",FALSE,18.5,127,5,13,20,124,8,12,25,TRUE
2014,729315,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"19th match (N), Pepsi Indian Premier League at Abu Dhabi, Apr 29 2014",KKR,RR,RR,BAT FIRST,152/5,152/8,152/8,152/5,RR,Match tied (Rajasthan Royals won the one-over eliminator),2014-04-29T14:30Z,2014-05-01T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Gautam Gambhir,Shane Watson,James Faulkner,"Rajasthan Royals 2, Kolkata Knight Riders 0",TRUE,20,152,8,14,20,152,5,18,32,TRUE
2014,729317,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,"20th match (N), Pepsi Indian Premier League at Dubai (DSC), Apr 30 2014",MI,SRH,MI,BOWL FIRST,172/5,157/7,157/7,172/5,SRH,Sunrisers won by 15 runs,2014-04-30T14:30Z,2014-05-02T23:59Z,392627,Dubai International Cricket Stadium,Rohit Sharma,Shikhar Dhawan,Bhuvneshwar Kumar,"Sunrisers Hyderabad 2, Mumbai Indians 0",FALSE,20,157,7,20,20,172,5,16,36,FALSE
2014,733971,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"21st match (N), Pepsi Indian Premier League at Ranchi, May 2 2014",CSK,KKR,CSK,BAT FIRST,148/3,114/9,148/3,114/9,CSK,Super Kings won by 34 runs,2014-05-02T14:30Z,2014-05-04T23:59Z,485865,"JSCA International Stadium Complex, Ranchi",MS Dhoni,Gautam Gambhir,Ravindra Jadeja,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,17,148,3,19,17,114,9,13,32,FALSE
2014,733973,Mumbai Indians v Kings XI Punjab,MI v KXIP,"22nd match (D/N), Pepsi Indian Premier League at Mumbai, May 3 2014",MI,KXIP,KXIP,BAT FIRST,168/5,170/5,170/5,168/5,MI,Mum Indians won by 5 wickets (with 5 balls remaining),2014-05-03T10:30Z,2014-05-05T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,George Bailey,Corey Anderson,"Mumbai Indians 2, Kings XI Punjab 0",FALSE,19.1,170,5,24,20,168,5,22,46,TRUE
2014,733975,Delhi Daredevils v Rajasthan Royals,DC v RR,"23rd match (N), Pepsi Indian Premier League at Delhi, May 3 2014",DC,RR,RR,BOWL FIRST,152/5,156/3,152/5,156/3,RR,Royals won by 7 wickets (with 9 balls remaining),2014-05-03T14:30Z,2014-05-05T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Kevin Pietersen,Shane Watson,Karun Nair,"Rajasthan Royals 2, Delhi Daredevils 0",FALSE,20,152,5,18,18.3,156,3,19,37,TRUE
2014,733977,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,"24th match (N), Pepsi Indian Premier League at Bengaluru, May 4 2014",RCB,SRH,RCB,BOWL FIRST,155/6,158/6,158/6,155/6,RCB,RCB won by 4 wickets (with 1 ball remaining),2014-05-04T14:30Z,2014-05-06T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Shikhar Dhawan,AB de Villiers,"Royal Challengers Bangalore 2, Sunrisers Hyderabad 0",FALSE,19.5,158,6,22,20,155,6,18,40,TRUE
2014,733979,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,"25th match (D/N), Pepsi Indian Premier League at Ahmedabad, May 5 2014",RR,KKR,KKR,BOWL FIRST,170/6,160/6,170/6,160/6,RR,Royals won by 10 runs,2014-05-05T10:30Z,2014-05-07T23:59Z,57851,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Shane Watson,Gautam Gambhir,Pravin Tambe,"Rajasthan Royals 2, Kolkata Knight Riders 0",FALSE,20,170,6,18,20,160,6,17,35,FALSE
2014,733981,Delhi Daredevils v Chennai Super Kings,DC v CSK,"26th match (N), Pepsi Indian Premier League at Delhi, May 5 2014",DC,CSK,CSK,BOWL FIRST,178/5,181/2,178/5,181/2,CSK,Super Kings won by 8 wickets (with 2 balls remaining),2014-05-05T14:30Z,2014-05-07T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Kevin Pietersen,MS Dhoni,Dwayne Smith,"Chennai Super Kings 2, Delhi Daredevils 0",FALSE,20,178,5,24,19.4,181,2,26,50,TRUE
2014,733983,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"27th match (N), Pepsi Indian Premier League at Mumbai, May 6 2014",MI,RCB,RCB,BOWL FIRST,187/5,168/8,187/5,168/8,MI,Mum Indians won by 19 runs,2014-05-06T14:30Z,2014-05-08T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,Rohit Sharma,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,20,187,5,22,20,168,8,23,45,FALSE
2014,733985,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,"28th match (D/N), Pepsi Indian Premier League at Delhi, May 7 2014",DC,KKR,DC,BAT FIRST,160/5,161/2,160/5,161/2,KKR,KKR won by 8 wickets (with 10 balls remaining),2014-05-07T10:30Z,2014-05-09T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Kevin Pietersen,Gautam Gambhir,Gautam Gambhir,"Kolkata Knight Riders 2, Delhi Daredevils 0",FALSE,20,160,5,19,18.2,161,2,17,36,TRUE
2014,733987,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,"29th match (N), Pepsi Indian Premier League at Cuttack, May 7 2014",KXIP,CSK,CSK,BOWL FIRST,231/4,187/6,231/4,187/6,KXIP,Kings XI won by 44 runs,2014-05-07T14:30Z,2014-05-09T23:59Z,58027,"Barabati Stadium, Cuttack",George Bailey,MS Dhoni,Glenn Maxwell,"Kings XI Punjab 2, Chennai Super Kings 0",FALSE,20,231,4,37,20,187,6,23,60,FALSE
2014,733989,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,"30th match (N), Pepsi Indian Premier League at Ahmedabad, May 8 2014",RR,SRH,RR,BOWL FIRST,134/9,102,102,134/9,SRH,Sunrisers won by 32 runs,2014-05-08T14:30Z,2014-05-10T23:59Z,57851,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Shane Watson,Shikhar Dhawan,Bhuvneshwar Kumar,"Sunrisers Hyderabad 2, Rajasthan Royals 0",FALSE,19.5,102,10,7,20,134,9,15,22,FALSE
2014,733991,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,"31st match (N), Pepsi Indian Premier League at Bengaluru, May 9 2014",RCB,KXIP,RCB,BOWL FIRST,198/8,166/9,166/9,198/8,KXIP,Kings XI won by 32 runs,2014-05-09T14:30Z,2014-05-11T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,George Bailey,Sandeep Sharma,"Kings XI Punjab 2, Royal Challengers Bangalore 0",FALSE,20,166,9,22,20,198,8,26,48,FALSE
2014,733993,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,"32nd match (D/N), Pepsi Indian Premier League at Delhi, May 10 2014",DC,SRH,SRH,BOWL FIRST,143/7,44/2,143/7,44/2,SRH,Sunrisers won by 8 wickets (with 4 balls remaining) (D/L method),2014-05-10T10:30Z,2014-05-12T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Kevin Pietersen,Shikhar Dhawan,Dale Steyn,"Sunrisers Hyderabad 2, Delhi Daredevils 0",FALSE,20,143,7,15,4.2,44,2,4,19,TRUE
2014,733995,Mumbai Indians v Chennai Super Kings,MI v CSK,"33rd match (N), Pepsi Indian Premier League at Mumbai, May 10 2014",MI,CSK,CSK,BOWL FIRST,157/6,160/6,157/6,160/6,CSK,Super Kings won by 4 wickets (with 3 balls remaining),2014-05-10T14:30Z,2014-05-12T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,MS Dhoni,Dwayne Smith,"Chennai Super Kings 2, Mumbai Indians 0",FALSE,20,157,6,18,19.3,160,6,19,37,TRUE
2014,733997,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,"34th match (D/N), Pepsi Indian Premier League at Cuttack, May 11 2014",KXIP,KKR,KKR,BOWL FIRST,149/8,150/1,149/8,150/1,KKR,KKR won by 9 wickets (with 12 balls remaining),2014-05-11T10:30Z,2014-05-13T23:59Z,58027,"Barabati Stadium, Cuttack",George Bailey,Gautam Gambhir,Gautam Gambhir,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,20,149,8,19,18,150,1,19,38,TRUE
2014,733999,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,"35th match (N), Pepsi Indian Premier League at Bengaluru, May 11 2014",RCB,RR,RCB,BAT FIRST,190/5,191/5,190/5,191/5,RR,Royals won by 5 wickets (with 7 balls remaining),2014-05-11T14:30Z,2014-05-13T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Shane Watson,James Faulkner,"Rajasthan Royals 2, Royal Challengers Bangalore 0",FALSE,20,190,5,27,18.5,191,5,27,54,TRUE
2014,734001,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"36th match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 12 2014",SRH,MI,SRH,BAT FIRST,157/3,160/3,157/3,160/3,MI,Mum Indians won by 7 wickets (with 8 balls remaining),2014-05-12T14:30Z,2014-05-14T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Shikhar Dhawan,Rohit Sharma,Ambati Rayudu,"Mumbai Indians 2, Sunrisers Hyderabad 0",FALSE,20,157,3,21,18.4,160,3,21,42,TRUE
2014,734003,Chennai Super Kings v Rajasthan Royals,CSK v RR,"37th match (D/N), Pepsi Indian Premier League at Ranchi, May 13 2014",CSK,RR,RR,BAT FIRST,148/8,149/5,149/5,148/8,CSK,Super Kings won by 5 wickets (with 2 balls remaining),2014-05-13T10:30Z,2014-05-15T23:59Z,485865,"JSCA International Stadium Complex, Ranchi",MS Dhoni,Shane Watson,Ravindra Jadeja,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,19.4,149,5,14,20,148,8,17,31,TRUE
2014,734005,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,"38th match (N), Pepsi Indian Premier League at Bengaluru, May 13 2014",RCB,DC,DC,BOWL FIRST,186/4,170/7,186/4,170/7,RCB,RCB won by 16 runs,2014-05-13T14:30Z,2014-05-15T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Kevin Pietersen,Yuvraj Singh,"Royal Challengers Bangalore 2, Delhi Daredevils 0",FALSE,20,186,4,23,20,170,7,19,42,FALSE
2014,734007,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,"39th match (D/N), Pepsi Indian Premier League at Hyderabad (Deccan), May 14 2014",SRH,KXIP,KXIP,BOWL FIRST,205/5,211/4,205/5,211/4,KXIP,Kings XI won by 6 wickets (with 8 balls remaining),2014-05-14T10:30Z,2014-05-16T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Shikhar Dhawan,George Bailey,Wriddhiman Saha,"Kings XI Punjab 2, Sunrisers Hyderabad 0",FALSE,20,205,5,26,18.4,211,4,31,57,TRUE
2014,734009,Kolkata Knight Riders v Mumbai Indians,KKR v MI,"40th match (N), Pepsi Indian Premier League at Cuttack, May 14 2014",KKR,MI,KKR,BOWL FIRST,141/5,142/4,142/4,141/5,KKR,KKR won by 6 wickets (with 8 balls remaining),2014-05-14T14:30Z,2014-05-16T23:59Z,58027,"Barabati Stadium, Cuttack",Gautam Gambhir,Rohit Sharma,Robin Uthappa,"Kolkata Knight Riders 2, Mumbai Indians 0",FALSE,18.4,142,4,17,20,141,5,15,32,TRUE
2014,734011,Rajasthan Royals v Delhi Daredevils,RR v DC,"41st match (N), Pepsi Indian Premier League at Ahmedabad, May 15 2014",RR,DC,DC,BOWL FIRST,201/6,139/9,201/6,139/9,RR,Royals won by 62 runs,2014-05-15T14:30Z,2014-05-17T23:59Z,57851,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Steven Smith,Kevin Pietersen,Ajinkya Rahane,"Rajasthan Royals 2, Delhi Daredevils 0",FALSE,20,201,6,25,20,139,9,15,40,FALSE
2014,734013,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"42nd match (D/N), Pepsi Indian Premier League at Ranchi, May 18 2014",CSK,RCB,CSK,BAT FIRST,138/4,142/5,138/4,142/5,RCB,RCB won by 5 wickets (with 1 ball remaining),2014-05-18T10:30Z,2014-05-20T23:59Z,485865,"JSCA International Stadium Complex, Ranchi",MS Dhoni,Virat Kohli,AB de Villiers,"Royal Challengers Bangalore 2, Chennai Super Kings 0",FALSE,20,138,4,14,19.5,142,5,16,30,TRUE
2014,734015,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,"43rd match (N), Pepsi Indian Premier League at Hyderabad (Deccan), May 18 2014",SRH,KKR,SRH,BAT FIRST,142/8,146/3,142/8,146/3,KKR,KKR won by 7 wickets (with 2 balls remaining),2014-05-18T14:30Z,2014-05-20T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Daren Sammy,Gautam Gambhir,Umesh Yadav,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,20,142,8,17,19.4,146,3,18,35,TRUE
2014,734017,Rajasthan Royals v Mumbai Indians,RR v MI,"44th match (D/N), Pepsi Indian Premier League at Ahmedabad, May 19 2014",RR,MI,MI,BAT FIRST,178/3,153/8,153/8,178/3,MI,Mum Indians won by 25 runs,2014-05-19T10:30Z,2014-05-21T23:59Z,57851,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Shane Watson,Rohit Sharma,Michael Hussey,"Mumbai Indians 2, Rajasthan Royals 0",FALSE,20,153,8,15,20,178,3,21,36,FALSE
2014,734019,Delhi Daredevils v Kings XI Punjab,DC v KXIP,"45th match (N), Pepsi Indian Premier League at Delhi, May 19 2014",DC,KXIP,KXIP,BOWL FIRST,164/7,165/6,164/7,165/6,KXIP,Kings XI won by 4 wickets (with 2 balls remaining),2014-05-19T14:30Z,2014-05-21T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Kevin Pietersen,George Bailey,Axar Patel,"Kings XI Punjab 2, Delhi Daredevils 0",FALSE,20,164,7,21,19.4,165,6,19,40,TRUE
2014,734021,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"46th match (D/N), Pepsi Indian Premier League at Hyderabad (Deccan), May 20 2014",SRH,RCB,RCB,BAT FIRST,160/6,161/3,161/3,160/6,SRH,Sunrisers won by 7 wickets (with 2 balls remaining),2014-05-20T10:30Z,2014-05-22T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Daren Sammy,Virat Kohli,David Warner,"Sunrisers Hyderabad 2, Royal Challengers Bangalore 0",FALSE,19.4,161,3,19,20,160,6,19,38,TRUE
2014,734023,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,"47th match (N), Pepsi Indian Premier League at Kolkata, May 20 2014",KKR,CSK,KKR,BOWL FIRST,154/4,156/2,156/2,154/4,KKR,KKR won by 8 wickets (with 12 balls remaining),2014-05-20T14:30Z,2014-05-22T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,MS Dhoni,Robin Uthappa,"Kolkata Knight Riders 2, Chennai Super Kings 0",FALSE,18,156,2,22,20,154,4,17,39,TRUE
2014,734025,Kings XI Punjab v Mumbai Indians,KXIP v MI,"48th match (N), Pepsi Indian Premier League at Mohali, May 21 2014",KXIP,MI,MI,BOWL FIRST,156/8,159/3,156/8,159/3,MI,Mum Indians won by 7 wickets (with 6 balls remaining),2014-05-21T14:30Z,2014-05-23T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",George Bailey,Rohit Sharma,Lendl Simmons,"Mumbai Indians 2, Kings XI Punjab 0",FALSE,20,156,8,19,19,159,3,19,38,TRUE
2014,734027,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,"49th match (D/N), Pepsi Indian Premier League at Kolkata, May 22 2014",KKR,RCB,RCB,BOWL FIRST,195/4,165/5,195/4,165/5,KKR,KKR won by 30 runs,2014-05-22T10:30Z,2014-05-24T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Virat Kohli,Robin Uthappa,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",FALSE,20,195,4,27,20,165,5,18,45,FALSE
2014,734029,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,"50th match (N), Pepsi Indian Premier League at Ranchi, May 22 2014",CSK,SRH,SRH,BOWL FIRST,185/3,189/4,185/3,189/4,SRH,Sunrisers won by 6 wickets (with 2 balls remaining),2014-05-22T14:30Z,2014-05-24T23:59Z,485865,"JSCA International Stadium Complex, Ranchi",MS Dhoni,Daren Sammy,David Warner,"Sunrisers Hyderabad 2, Chennai Super Kings 0",FALSE,20,185,3,25,19.4,189,4,24,49,TRUE
2014,734031,Mumbai Indians v Delhi Daredevils,MI v DC,"51st match (D/N), Pepsi Indian Premier League at Mumbai, May 23 2014",MI,DC,DC,BOWL FIRST,173,158/4,173,158/4,MI,Mum Indians won by 15 runs,2014-05-23T10:30Z,2014-05-25T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Kevin Pietersen,Michael Hussey,"Mumbai Indians 2, Delhi Daredevils 0",FALSE,19.3,173,10,23,20,158,4,19,42,TRUE
2014,734033,Kings XI Punjab v Rajasthan Royals,KXIP v RR,"52nd match (N), Pepsi Indian Premier League at Mohali, May 23 2014",KXIP,RR,RR,BOWL FIRST,179/4,163/8,179/4,163/8,KXIP,Kings XI won by 16 runs,2014-05-23T14:30Z,2014-05-25T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",George Bailey,Shane Watson,Shaun Marsh,"Kings XI Punjab 2, Rajasthan Royals 0",FALSE,20,179,4,22,20,163,8,17,39,FALSE
2014,734035,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"53rd match (D/N), Pepsi Indian Premier League at Bengaluru, May 24 2014",RCB,CSK,CSK,BOWL FIRST,154/6,160/2,154/6,160/2,CSK,Super Kings won by 8 wickets (with 14 balls remaining),2014-05-24T10:30Z,2014-05-26T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,MS Dhoni,MS Dhoni,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,20,154,6,16,17.4,160,2,20,36,TRUE
2014,734037,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"54th match (N), Pepsi Indian Premier League at Kolkata, May 24 2014",KKR,SRH,KKR,BOWL FIRST,160/7,161/6,161/6,160/7,KKR,KKR won by 4 wickets (with 34 balls remaining),2014-05-24T14:30Z,2014-05-26T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Daren Sammy,Yusuf Pathan,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,14.2,161,6,25,20,160,7,24,49,TRUE
2014,734039,Kings XI Punjab v Delhi Daredevils,KXIP v DC,"55th match (D/N), Pepsi Indian Premier League at Mohali, May 25 2014",KXIP,DC,KXIP,BOWL FIRST,115,119/3,119/3,115,KXIP,Kings XI won by 7 wickets (with 37 balls remaining),2014-05-25T10:30Z,2014-05-27T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",George Bailey,Kevin Pietersen,Manan Vohra,"Kings XI Punjab 2, Delhi Daredevils 0",FALSE,13.5,119,3,14,18.1,115,10,15,29,TRUE
2014,734041,Mumbai Indians v Rajasthan Royals,MI v RR,"56th match (N), Pepsi Indian Premier League at Mumbai, May 25 2014",MI,RR,MI,BOWL FIRST,189/4,195/5,195/5,189/4,MI,Mum Indians won by 5 wickets (with 32 balls remaining),2014-05-25T14:30Z,2014-05-27T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Shane Watson,Corey Anderson,"Mumbai Indians 2, Rajasthan Royals 0",FALSE,14.4,195,5,31,20,189,4,26,57,TRUE
2014,734043,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"Qualifier 1 (D/N), Pepsi Indian Premier League at Kolkata, May 27-28 2014",KKR,KXIP,KXIP,BOWL FIRST,163/8,135/8,163/8,135/8,KKR,KKR won by 28 runs,2014-05-27T14:30Z,2014-05-30T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,George Bailey,Umesh Yadav,None,FALSE,20,163,8,23,20,135,8,13,36,FALSE
2014,734045,Mumbai Indians v Chennai Super Kings,MI v CSK,"Eliminator (N), Pepsi Indian Premier League at Mumbai (BS), May 28 2014",MI,CSK,CSK,BOWL FIRST,173/8,176/3,173/8,176/3,CSK,Super Kings won by 7 wickets,2014-05-28T14:30Z,2014-05-30T23:59Z,58317,"Brabourne Stadium, Mumbai",Rohit Sharma,MS Dhoni,Suresh Raina,None,FALSE,20,173,8,23,18.4,176,3,23,46,TRUE
2014,734047,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,"Qualifier 2 (N), Pepsi Indian Premier League at Mumbai, May 30 2014",CSK,KXIP,CSK,BOWL FIRST,226/6,202/7,202/7,226/6,KXIP,Kings XI won by 24 runs,2014-05-30T14:30Z,2014-06-01T23:59Z,58324,"Wankhede Stadium, Mumbai",MS Dhoni,George Bailey,Virender Sehwag,None,FALSE,20,202,7,27,20,226,6,32,59,FALSE
2014,734049,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,"Final (N), Pepsi Indian Premier League at Bengaluru, Jun 1 2014",KXIP,KKR,KKR,BOWL FIRST,199/4,200/7,199/4,200/7,KKR,KKR won by 3 wickets,2014-06-01T14:30Z,2014-06-03T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",George Bailey,Gautam Gambhir,Manish Pandey,None,FALSE,20,199,4,27,19.3,200,7,26,53,TRUE
